Movie_Title,Year,Director,Rating,Runtime,Censor,Total_Gross,main_genre
Enemy of the State,1998,Tony Scott,7.3,132,A,$111.55M,Action
Starship Troopers,1997,Paul Verhoeven,7.3,129,A,$54.81M,Action
Men in Black,1997,Barry Sonnenfeld,7.3,98,UA,$250.69M,Action
Grosse Pointe Blank,1997,George Armitage,7.3,107,U,$28.01M,Action
Face/Off,1997,John Woo,7.3,138,UA,$112.23M,Action
Crimson Tide,1995,Tony Scott,7.3,116,U,$91.40M,Action
True Lies,1994,James Cameron,7.3,141,A,$146.28M,Action
Speed,1994,Jan de Bont,7.3,116,A,$121.25M,Action
Nikita,1990,Luc Besson,7.3,117,B,$5.02M,Action
Star Trek IV: The Voyage Home,1986,Leonard Nimoy,7.3,119,U,$109.71M,Action
To Live and Die in L.A.,1985,William Friedkin,7.3,116,B,$17.31M,Action
The Karate Kid,1984,John G. Avildsen,7.3,126,U,$90.82M,Action
Beverly Hills Cop,1984,Martin Brest,7.3,105,A,$234.76M,Action
Assault on Precinct 13,1976,John Carpenter,7.3,91,A,$340.23M,Action
The Getaway,1972,Sam Peckinpah,7.3,123,A,$36.73M,Action
Jason and the Argonauts,1963,Don Chaffey,7.3,104,U,$4.58M,Action
The Suicide Squad,2021,James Gunn,7.2,132,A,$340.23M,Action
Anthropoid,2016,Sean Ellis,7.2,120,R,$2.96M,Action
The Siege of Jadotville,2016,Richie Smyth,7.2,108,B,$340.23M,Action
Bajirao Mastani,2015,Sanjay Leela Bhansali,7.2,158,U,$6.56M,Action
La isla mínima,2014,Alberto Rodríguez,7.2,105,B,$340.23M,Action
'71,2014,Yann Demange,7.2,99,R,$1.27M,Action
Holiday,2014,A.R. Murugadoss,7.2,160,UA,$0.71M,Action
Unbroken,2014,Angelina Jolie,7.2,137,18,$115.64M,Action
The Man from U.N.C.L.E.,2015,Guy Ritchie,7.2,116,UA,$45.45M,Action
Kon-Tiki,2012,"Directors:Joachim Rønning, Espen Sandberg",7.2,118,B,$1.52M,Action
War Horse,2011,Steven Spielberg,7.2,146,U,$79.88M,Action
Rise of the Guardians,2012,Peter Ramsey,7.2,97,U,$103.41M,Animation
The Hunger Games,2012,Gary Ross,7.2,142,UA,$408.01M,Action
Kung Fu Panda 2,2011,Jennifer Yuh Nelson,7.2,90,U,$165.25M,Animation
Harry Brown,2009,Daniel Barber,7.2,103,R,$1.82M,Action
Old Henry,2021,Potsy Ponciroli,7.2,99,B,$340.23M,Action
21 Jump Street,2012,"Directors:Phil Lord, Christopher Miller",7.2,109,UA,$138.45M,Action
VR (Vikrant Rona),2022,Anup Bhandari,7.2,148,UA 13+,$340.23M,Action
Rango,2011,Gore Verbinski,7.2,107,U,$123.48M,Animation
Prey,2022,Dan Trachtenberg,7.2,99,R,$340.23M,Action
The Witcher: Nightmare of the Wolf,2021,Kwang Il Han,7.2,83,18,$340.23M,Animation
RocknRolla,2008,Guy Ritchie,7.2,114,A,$5.69M,Action
Joheunnom nabbeunnom isanghannom,2008,Jee-woon Kim,7.2,139,R,$0.13M,Action
I Am Legend,2007,Francis Lawrence,7.2,101,A,$256.39M,Action
The Equalizer,2014,Antoine Fuqua,7.2,132,A,$101.53M,Action
Mongol,2007,Sergei Bodrov,7.2,126,R,$5.70M,Action
Friday Night Lights,2004,Peter Berg,7.2,118,UA,$61.26M,Action
Fainaru fantajî sebun adobento chirudoren,2005,"Directors:Tetsuya Nomura, Takeshi Nozue",7.2,101,U,$340.23M,Animation
Team America: World Police,2004,Trey Parker,7.2,98,A,$32.79M,Action
The Life Aquatic with Steve Zissou,2004,Wes Anderson,7.2,119,R,$24.01M,Action
King Kong,2005,Peter Jackson,7.2,187,UA,$218.08M,Action
Kingdom of Heaven,2005,Ridley Scott,7.2,144,A,$47.40M,Action
The Matrix Reloaded,2003,"Directors:Lana Wachowski, Lilly Wachowski",7.2,138,UA,$281.49M,Action
The Patriot,2000,Roland Emmerich,7.2,165,A,$113.33M,Action
Arlington Road,1999,Mark Pellington,7.2,117,R,$24.36M,Action
Ronin,1998,John Frankenheimer,7.2,122,R,$41.62M,Action
From Dusk Till Dawn,1996,Robert Rodriguez,7.2,108,A,$25.75M,Action
GoldenEye,1995,Martin Campbell,7.2,130,UA,$106.60M,Action
Natural Born Killers,1994,Oliver Stone,7.2,119,A,$50.28M,Action
In the Line of Fire,1993,Wolfgang Petersen,7.2,128,UA,$102.31M,Action
Star Trek VI: The Undiscovered Country,1991,Nicholas Meyer,7.2,110,U,$74.89M,Action
Point Break,1991,Kathryn Bigelow,7.2,122,A,$43.22M,Action
Lethal Weapon 2,1989,Richard Donner,7.2,114,A,$147.25M,Action
Willow,1988,Ron Howard,7.2,126,UA,$57.27M,Action
They Live,1988,John Carpenter,7.2,94,A,$13.01M,Action
The Transformers: The Movie,1986,Nelson Shin,7.2,84,U,$5.85M,Animation
The Hitcher,1986,Robert Harmon,7.2,97,A,$5.84M,Action
Big Trouble in Little China,1986,John Carpenter,7.2,99,UA,$11.10M,Action
Silverado,1985,Lawrence Kasdan,7.2,133,UA,$33.20M,Action
Runaway Train,1985,Andrey Konchalovskiy,7.2,111,B,$7.94M,Action
Magnum Force,1973,Ted Post,7.2,124,B,$4.56M,Action
Meng long guo jiang,1972,Bruce Lee,7.2,99,U,$4.06M,Action
Jing wu men,1972,Wei Lo,7.2,106,UA,$1.29M,Action
Vanishing Point,1971,Richard C. Sarafian,7.2,99,U,$340.23M,Action
The Italian Job,1969,Peter Collinson,7.2,99,A,$340.23M,Action
Django,1966,Sergio Corbucci,7.2,91,A,$0.03M,Action
Dr. No,1962,Terence Young,7.2,110,A,$16.07M,Action
Mosul,2019,Matthew Michael Carnahan,7.1,86,18,$340.23M,Action
Black Adam,2022,Jaume Collet-Serra,7.1,124,UA,$340.23M,Action
Free Guy,2021,Shawn Levy,7.1,115,UA,$121.63M,Action
Brawl in Cell Block 99,2017,S. Craig Zahler,7.1,132,18,$340.23M,Action
Kaabil,2017,Sanjay Gupta,7.1,139,UA,$340.23M,Action
Allied,2016,Robert Zemeckis,7.1,124,18,$40.10M,Action
American Made,2017,Doug Liman,7.1,114,A,$51.34M,Action
Fast & Furious 7,2015,James Wan,7.1,137,A,$353.01M,Action
Everest,2015,Baltasar Kormákur,7.1,121,UA,$43.48M,Action
Kraftidioten,2014,Hans Petter Moland,7.1,116,R,$0.05M,Action
Gabbar Is Back,2015,Radha Krishna Jagarlamudi,7.1,128,UA,$340.23M,Action
Kung Fu Panda 3,2016,"Directors:Alessandro Carloni, Jennifer Yuh Nelson",7.1,95,U,$143.53M,Animation
Dragon Ball Z: Doragon bôru Z - Kami to Kami,2013,Masahiro Hosoda,7.1,85,U,$2.55M,Animation
God Bless America,2011,Bobcat Goldthwait,7.1,105,R,$0.12M,Action
Batman v Superman: Dawn of Justice (Ultimate Edition),2016,Zack Snyder,7.1,182,R,$340.23M,Action
Deepwater Horizon,2016,Peter Berg,7.1,107,UA,$61.43M,Action
Snowpiercer,2013,Bong Joon Ho,7.1,126,A,$4.56M,Action
Dredd,2012,Pete Travis,7.1,95,A,$13.41M,Action
Enthiran,2010,S. Shankar,7.1,155,U,$4.37M,Action
Iron Man Three,2013,Shane Black,7.1,130,UA,$409.01M,Action
Flickan som lekte med elden,2009,Daniel Alfredson,7.1,129,R,$9.08M,Action
Micmacs _ tire-larigot,2009,Jean-Pierre Jeunet,7.1,105,R,$1.26M,Action
JCVD,2008,Mabrouk El Mechri,7.1,97,R,$0.47M,Action
The Northman,2022,Robert Eggers,7.1,137,R,$340.23M,Action
Wrath of Man,2021,Guy Ritchie,7.1,119,16,$340.23M,Action
Planet Terror,2007,Robert Rodriguez,7.1,105,A,$340.23M,Action
Defiance,2008,Edward Zwick,7.1,137,R,$28.64M,Action
Shooter,2007,Antoine Fuqua,7.1,124,A,$47.00M,Action
Man of Steel,2013,Zack Snyder,7.1,143,UA,$291.05M,Action
Rocky Balboa,2006,Sylvester Stallone,7.1,102,U,$70.27M,Action
Don,2006,Farhan Akhtar,7.1,178,UA,$0.80M,Action
Deja Vu,2006,Tony Scott,7.1,126,UA,$64.04M,Action
Pirates of the Caribbean: At World's End,2007,Gore Verbinski,7.1,169,UA,$309.42M,Action
Fanaa,2006,Kunal Kohli,7.1,168,U,$2.10M,Action
Flags of Our Fathers,2006,Clint Eastwood,7.1,135,U,$33.60M,Action
Banlieue 13,2004,Pierre Morel,7.1,84,UA 16+,$1.20M,Action
Ong-bak,2003,Prachya Pinkaew,7.1,108,R,$4.56M,Action
"I, Robot",2004,Alex Proyas,7.1,115,UA,$144.80M,Action
Live Free or Die Hard,2007,Len Wiseman,7.1,128,UA,$134.53M,Action
We Were Soldiers,2002,Randall Wallace,7.1,138,UA,$78.12M,Action
Pitch Black,2000,David Twohy,7.1,109,UA,$39.24M,Action
Payback,1999,Brian Helgeland,7.1,100,A,$81.53M,Action
The Mummy,1999,Stephen Sommers,7.1,124,A,$155.25M,Action
Blade,1998,Stephen Norrington,7.1,120,R,$70.09M,Action
Three Kings,1999,David O. Russell,7.1,114,A,$60.65M,Action
Mission: Impossible,1996,Brian De Palma,7.1,110,U,$180.98M,Action
Desperado,1995,Robert Rodriguez,7.1,104,A,$25.63M,Action
Batman Returns,1992,Tim Burton,7.1,126,UA,$162.83M,Action
Die Hard 2,1990,Renny Harlin,7.1,124,A,$117.54M,Action
Casualties of War,1989,Brian De Palma,7.1,113,UA,$18.67M,Action
No Way Out,1987,Roger Donaldson,7.1,114,UA,$35.51M,Action
Highlander,1986,Russell Mulcahy,7.1,116,R,$5.90M,Action
WarGames,1983,John Badham,7.1,114,U,$79.57M,Action
Escape from New York,1981,John Carpenter,7.1,99,UA,$25.24M,Action
The Poseidon Adventure,1972,Ronald Neame,7.1,117,U,$84.56M,Action
Doctor Strange in the Multiverse of Madness,2022,Sam Raimi,7,126,UA,$340.23M,Action
Kabir Singh,2019,Sandeep Reddy Vanga,7,173,A,$340.23M,Action
Greyhound,2020,Aaron Schneider,7,91,A,$340.23M,Action
Logan Lucky,2017,Steven Soderbergh,7,118,UA,$27.78M,Action
Ant-Man and the Wasp,2018,Peyton Reed,7,118,UA,$216.65M,Action
Sicario: Day of the Soldado,2018,Stefano Sollima,7,122,UA,$50.07M,Action
Sultan,2016,Ali Abbas Zafar,7,170,UA,$6.20M,Action
Spy,2015,Paul Feig,7,120,A,$110.83M,Action
A Most Violent Year,2014,J.C. Chandor,7,125,R,$5.74M,Action
Yip Man 3,2015,Wilson Yip,7,105,UA,$2.68M,Action
Star Trek Beyond,2016,Justin Lin,7,122,UA,$158.85M,Action
22 Jump Street,2014,"Directors:Phil Lord, Christopher Miller",7,112,A,$191.72M,Action
Yip Man 4,2019,Wilson Yip,7,107,U,$3.96M,Action
Furious 6,2013,Justin Lin,7,130,UA,$238.68M,Action
Chronicle,2012,Josh Trank,7,89,UA,$64.58M,Action
Super 8,2011,J.J. Abrams,7,112,UA,$127.00M,Action
Yip Man chin chyun,2010,Herman Yau,7,100,B,$340.23M,Action
The Foreigner,2017,Martin Campbell,7,113,A,$34.39M,Action
Oblivion,2013,Joseph Kosinski,7,124,UA,$89.02M,Action
Filth,2013,Jon S. Baird,7,97,A,$0.03M,Action
Don 2,2011,Farhan Akhtar,7,148,UA,$3.68M,Action
Den of Thieves,2018,Christian Gudegast,7,140,A,$44.95M,Action
RED,2010,Robert Schwentke,7,111,UA,$90.38M,Action
Bronson,2008,Nicolas Winding Refn,7,92,B,$0.10M,Action
Public Enemies,2009,Michael Mann,7,140,A,$97.10M,Action
The Unbearable Weight of Massive Talent,2022,Tom Gormican,7,107,A,$340.23M,Action
Cloverfield,2008,Matt Reeves,7,85,A,$80.05M,Action
Death Proof,2007,Quentin Tarantino,7,127,A,$340.23M,Action
Tropic Thunder,2008,Ben Stiller,7,107,R,$110.52M,Action
Tau ming chong,2007,"Directors:Peter Ho-Sun Chan, Wai-Man Yip",7,126,R,$0.13M,Action
Son of Rambow,2007,Garth Jennings,7,96,U,$1.78M,Action
World War Z,2013,Marc Forster,7,116,UA,$202.36M,Action
Thor,2011,Kenneth Branagh,7,115,UA,$181.03M,Action
Jack Reacher,2012,Christopher McQuarrie,7,130,UA,$80.07M,Action
Body of Lies,2008,Ridley Scott,7,128,A,$39.39M,Action
Man cheng jin dai huang jin jia,2006,Yimou Zhang,7,114,R,$6.57M,Action
9,2009,Shane Acker,7,79,PG-13,$31.74M,Animation
Rambo,2008,Sylvester Stallone,7,92,R,$42.75M,Action
Shazam!,2019,David F. Sandberg,7,132,UA,$140.37M,Action
Real Steel,2011,Shawn Levy,7,127,UA,$85.47M,Action
The Kingdom,2007,Peter Berg,7,110,A,$47.54M,Action
Tom yum goong,2005,Prachya Pinkaew,7,111,R,$11.91M,Action
Transformers,2007,Michael Bay,7,144,UA,$319.25M,Action
Hellboy II: The Golden Army,2008,Guillermo del Toro,7,120,UA,$75.75M,Action
Constantine,2005,Francis Lawrence,7,121,A,$75.98M,Action
Main Hoon Na,2004,Farah Khan,7,179,UA,$1.72M,Action
Unleashed,2005,Louis Leterrier,7,103,A,$24.52M,Action
Underworld,2003,Len Wiseman,7,121,A,$51.97M,Action
Koroshiya 1,2003,F. Gary Gray,7,111,UA,$106.13M,Action
Spy Game,2001,Takashi Miike,7,129,B,$0.02M,Action
Le pacte des loups,2001,Tony Scott,7,126,UA,$0.03M,Action
Taxi,2001,Christophe Gans,7,142,R,$11.26M,Action
Rush Hour,1998,Gérard Pirès,7,86,U,$0.27M,Action
Fallen,1998,Brett Ratner,7,98,UA,$141.15M,Action
Independence Day,1998,Gregory Hoblit,7,124,A,$25.19M,Action
Stargate,1996,Roland Emmerich,7,145,UA,$306.17M,Action
Maverick,1994,Roland Emmerich,7,116,U,$71.57M,Action
Dragon: The Bruce Lee Story,1994,Richard Donner,7,127,UA,$101.63M,Action
Juice,1993,Rob Cohen,7,120,A,$35.11M,Action
The Last Boy Scout,1992,Ernest R. Dickerson,7,95,R,$20.15M,Action
The Spy Who Loved Me,1991,Tony Scott,7,105,A,$59.51M,Action
The Towering Inferno,1977,Lewis Gilbert,7,125,A,$46.80M,Action
Thunderbolt and Lightfoot,1974,John Guillermin,7,165,U,$116.00M,Action
The War of the Worlds,1974,Michael Cimino,7,115,B,$25.00M,Action
Outlaw King,1953,Byron Haskin,7,85,U,$4.36M,Action
Dragged Across Concrete,2018,David Mackenzie,6.9,121,18,$340.23M,Action
The Night Comes for Us,2018,S. Craig Zahler,6.9,158,A,$340.23M,Action
Solo: A Star Wars Story,2018,Timo Tjahjanto,6.9,121,18,$340.23M,Action
Fan,2018,Ron Howard,6.9,135,UA,$213.77M,Action
X-Men: Apocalypse,2016,Maneesh Sharma,6.9,142,UA,$1.36M,Action
Slow West,2016,Bryan Singer,6.9,144,UA,$155.44M,Action
Game Night,2015,John Maclean,6.9,84,R,$0.23M,Action
Star Wars: Episode VIII - The Last Jedi,2018,"Directors:John Francis Daley, Jonathan Goldstein",6.9,100,A,$69.18M,Action
Jumanji: Welcome to the Jungle,2017,Rian Johnson,6.9,152,UA,$620.18M,Action
Love and Monsters,2017,Jake Kasdan,6.9,119,UA,$404.52M,Action
Non-Stop,2020,Michael Matthews,6.9,109,13,$1.07M,Action
All Is Lost,2014,Jaume Collet-Serra,6.9,106,UA,$92.17M,Action
The Hitman's Bodyguard,2013,J.C. Chandor,6.9,106,PG-13,$6.26M,Action
Pacific Rim,2017,Patrick Hughes,6.9,118,A,$75.47M,Action
Get the Gringo,2013,Guillermo del Toro,6.9,131,UA,$101.80M,Action
In the Heart of the Sea,2012,Adrian Grunberg,6.9,96,R,$340.23M,Action
Iron Man 2,2015,Ron Howard,6.9,122,18,$25.02M,Action
Legend of the Guardians: The Owls of Ga'Hoole,2016,Paul Feig,6.9,117,UA,$128.34M,Action
The World's End,2010,Jon Favreau,6.9,124,UA,$312.43M,Action
Jackass Forever,2010,Zack Snyder,6.9,97,U,$55.68M,Animation
Free State of Jones,2013,Edgar Wright,6.9,109,UA,$26.00M,Action
Traitor,2022,Jeff Tremaine,6.9,96,A,$340.23M,Action
The Amazing Spider-Man,2016,Gary Ross,6.9,139,R,$20.76M,Action
Pineapple Express,2008,Jeffrey Nachmanoff,6.9,114,PG-13,$23.53M,Action
Crank,2012,Marc Webb,6.9,136,UA,$262.03M,Action
Alan Partridge: Alpha Papa,2008,David Gordon Green,6.9,111,A,$87.34M,Action
28 Weeks Later,2006,"Directors:Mark Neveldine, Brian Taylor",6.9,88,A,$27.83M,Action
Captain America: The First Avenger,2013,Declan Lowney,6.9,90,R,$0.15M,Action
The Guardian,2007,Juan Carlos Fresnadillo,6.9,100,R,$28.64M,Action
San ging chaat goo si,2011,Joe Johnston,6.9,124,13,$176.65M,Action
Jurassic World,2006,Andrew Davis,6.9,139,B,$55.01M,Action
National Treasure,2004,Benny Chan,6.9,123,R,$340.23M,Action
Mission: Impossible III,2015,Colin Trevorrow,6.9,124,UA,$652.27M,Action
The Last Castle,2004,Jon Turteltaub,6.9,131,U,$173.01M,Action
Atlantis: The Lost Empire,2006,J.J. Abrams,6.9,126,UA,$134.03M,Action
A Knight's Tale,2001,Rod Lurie,6.9,131,UA,$18.21M,Action
The Edge,2001,"Directors:Gary Trousdale, Kirk Wise",6.9,95,U,$84.05M,Animation
Con Air,2001,Brian Helgeland,6.9,132,A,$56.57M,Action
The Mask,1997,Lee Tamahori,6.9,117,A,$27.78M,Action
Clear and Present Danger,1997,Simon West,6.9,115,R,$101.12M,Action
Robin Hood: Prince of Thieves,1994,Chuck Russell,6.9,101,U,$119.94M,Action
Memphis Belle,1994,Phillip Noyce,6.9,141,UA,$122.19M,Action
The Monster Squad,1991,Kevin Reynolds,6.9,143,U,$165.50M,Action
Top Gun,1990,Michael Caton-Jones,6.9,107,B,$27.44M,Action
Romancing the Stone,1987,Fred Dekker,6.9,79,B,$3.77M,Action
Repo Man,1986,Tony Scott,6.9,110,U,$179.80M,Action
48 Hrs.,1984,Robert Zemeckis,6.9,106,U,$76.57M,Action
Conan the Barbarian,1984,Alex Cox,6.9,92,B,$3.57M,Action
Clash of the Titans,1982,Walter Hill,6.9,96,A,$78.87M,Action
Smokey and the Bandit,1982,John Milius,6.9,129,A,$39.57M,Action
Death Wish,1981,Desmond Davis,6.9,118,A,$41.09M,Action
Westworld,1977,Hal Needham,6.9,96,U,$126.74M,Action
Tang shan da xiong,1974,Michael Winner,6.9,93,A,$22.00M,Action
Thunderball,1973,Michael Crichton,6.9,88,U,$16.06M,Action
Ready or Not,1971,"Directors:Wei Lo, Chia-Hsiang Wu",6.9,100,A,$0.04M,Action
Boss Level,1965,Terence Young,6.9,130,A,$63.60M,Action
News of the World,2019,"Directors:Matt Bettinelli-Olpin, Tyler Gillett",6.8,95,A,$28.71M,Action
Spies in Disguise,2020,Joe Carnahan,6.8,100,B,$340.23M,Action
Shin Gojira,2020,Paul Greengrass,6.8,118,16,$340.23M,Action
Captain Marvel,2019,"Directors:Nick Bruno, Troy Quane",6.8,102,U,$66.76M,Animation
The Outpost,2016,"Directors:Hideaki Anno, Shinji Higuchi",6.8,120,B,$1.92M,Action
Død snø 2,2019,"Directors:Anna Boden, Ryan Fleck",6.8,123,UA,$426.83M,Action
Spectre,2019,Rod Lurie,6.8,123,R,$340.23M,Action
Thor: The Dark World,2014,Tommy Wirkola,6.8,100,R,$340.23M,Action
Chappie,2016,Antoine Fuqua,6.8,132,UA,$93.43M,Action
The Maze Runner,2015,Sam Mendes,6.8,148,UA,$200.07M,Action
Tres metros sobre el cielo,2013,Alan Taylor,6.8,112,UA,$206.36M,Action
The Grey,2015,Neill Blomkamp,6.8,120,UA,$31.57M,Action
What Happened to Monday,2014,Wes Ball,6.8,113,UA,$102.43M,Action
Aquaman,2010,Fernando González Molina,6.8,118,B,$340.23M,Action
Men in Black 3,2011,Joe Carnahan,6.8,117,A,$51.58M,Action
Unknown,2017,Tommy Wirkola,6.8,123,A,$340.23M,Action
Tron,2018,James Wan,6.8,143,UA,$335.06M,Action
The Book of Eli,2012,Barry Sonnenfeld,6.8,106,UA,$179.02M,Action
Hanna,2011,Jaume Collet-Serra,6.8,113,UA,$63.69M,Action
Green Zone,2010,Joseph Kosinski,6.8,125,U,$172.06M,Action
We Own the Night,2010,"Directors:Albert Hughes, Allen Hughes",6.8,118,A,$94.84M,Action
Unstoppable,2011,Joe Wright,6.8,111,13,$40.26M,Action
Harsh Times,2010,Paul Greengrass,6.8,115,A,$35.05M,Action
Four Brothers,2007,James Gray,6.8,117,R,$28.56M,Action
Street Kings,2010,Tony Scott,6.8,98,UA,$81.56M,Action
The Island,2005,David Ayer,6.8,116,R,$3.34M,Action
Tristan + Isolde,2005,John Singleton,6.8,109,UA,$74.49M,Action
The Transporter,2008,David Ayer,6.8,109,R,$26.42M,Action
Dog Soldiers,2005,Michael Bay,6.8,136,UA,$35.82M,Action
The Fast and the Furious,2006,Kevin Reynolds,6.8,125,PG-13,$14.73M,Action
The Score,2002,"Directors:Louis Leterrier, Corey Yuen",6.8,92,A,$25.30M,Action
Hellboy,2002,Neil Marshall,6.8,105,A,$340.23M,Action
Ngo si seoi,2001,Rob Cohen,6.8,106,A,$144.53M,Action
The Mask of Zorro,2001,Frank Oz,6.8,124,UA,$71.07M,Action
The Long Kiss Goodnight,2004,Guillermo del Toro,6.8,122,UA,$59.62M,Action
Bad Boys,1998,"Directors:Benny Chan, Jackie Chan",6.8,120,UA,$340.23M,Action
Patriot Games,1998,Martin Campbell,6.8,136,UA,$94.10M,Action
El mariachi,1996,Renny Harlin,6.8,121,A,$33.33M,Action
Young Guns,1995,Michael Bay,6.8,119,A,$65.81M,Action
Innerspace,1992,Phillip Noyce,6.8,117,A,$83.29M,Action
Bloodsport,1992,Robert Rodriguez,6.8,81,R,$2.04M,Action
Enemy Mine,1988,Christopher Cain,6.8,107,UA,$45.66M,Action
Superman II,1987,Joe Dante,6.8,120,U,$25.89M,Action
Mad Max,1988,Newt Arnold,6.8,92,A,$11.81M,Action
Logan's Run,1985,Wolfgang Petersen,6.8,108,U,$4.27M,Action
On Her Majesty's Secret Service,1980,"Directors:Richard Lester, Richard Donner",6.8,127,U,$108.19M,Action
You Only Live Twice,1979,George Miller,6.8,88,U,$8.75M,Action
Extraction,1976,Michael Anderson,6.8,119,U,$25.00M,Action
Jumanji: The Next Level,1969,Peter R. Hunt,6.8,142,U,$22.80M,Action
Midway,1967,Lewis Gilbert,6.8,117,A,$43.08M,Action
Bumblebee,2020,Sam Hargrave,6.7,116,18,$340.23M,Action
Kingsman: The Golden Circle,2019,Jake Kasdan,6.7,123,UA,$316.83M,Action
Harriet,2019,Roland Emmerich,6.7,138,A,$56.85M,Action
The Equalizer 2,2018,Travis Knight,6.7,114,UA,$127.20M,Action
Jungle,2017,Matthew Vaughn,6.7,141,A,$100.23M,Action
Turbo Kid,2019,Kasi Lemmons,6.7,125,PG-13,$340.23M,Action
Black Widow,2018,Antoine Fuqua,6.7,121,UA,$102.08M,Action
Hardcore Henry,2017,Greg McLean,6.7,115,R,$340.23M,Action
The Guest,2015,"Directors:François Simard, Anouk Whissell, Yoann-Karl Whissell",6.7,93,B,$0.05M,Action
Pete's Dragon,2021,Cate Shortland,6.7,134,UA,$183.65M,Action
The Salvation,2015,Ilya Naishuller,6.7,96,A,$9.25M,Action
The Adam Project,2014,Adam Wingard,6.7,100,R,$0.32M,Action
Atomic Blonde,2016,David Lowery,6.7,102,UA,$76.23M,Action
The Finest Hours,2014,Kristian Levring,6.7,92,R,$0.01M,Action
King Arthur: Legend of the Sword,2022,Shawn Levy,6.7,106,13,$340.23M,Action
No Escape,2017,David Leitch,6.7,115,A,$51.69M,Action
In Time,2016,Craig Gillespie,6.7,117,U,$27.57M,Action
Safe House,2017,Guy Ritchie,6.7,126,A,$39.18M,Action
Machine Gun Preacher,2015,John Erick Dowdle,6.7,103,18,$27.29M,Action
Zombieland: Double Tap,2011,Andrew Niccol,6.7,109,UA,$37.52M,Action
Super,2012,Daniel Espinosa,6.7,115,UA,$126.37M,Action
The Wolverine,2011,Marc Forster,6.7,129,R,$0.54M,Action
Antim: The Final Truth,2019,Ruben Fleischer,6.7,99,A,$73.12M,Action
Gangster Squad,2010,James Gunn,6.7,96,R,$0.32M,Action
2 Guns,2013,James Mangold,6.7,126,UA,$132.56M,Action
Wild Target,2021,Mahesh Manjrekar,6.7,138,UA,$340.23M,Action
Escape Plan,2013,Ruben Fleischer,6.7,113,A,$46.00M,Action
Brooklyn's Finest,2013,Baltasar Kormákur,6.7,109,A,$75.61M,Action
Out of the Furnace,2010,Jonathan Lynn,6.7,98,PG-13,$0.12M,Action
Pandorum,2013,Mikael Håfström,6.7,115,A,$25.13M,Action
Om Shanti Om,2009,Antoine Fuqua,6.7,132,R,$27.15M,Action
The Brothers Bloom,2013,Scott Cooper,6.7,116,R,$11.33M,Action
Angels & Demons,2009,Christian Alvart,6.7,108,R,$10.33M,Action
Death Sentence,2007,Farah Khan,6.7,162,UA,$3.60M,Action
Warcraft,2008,Rian Johnson,6.7,114,PG-13,$3.52M,Action
Appaloosa,2009,Ron Howard,6.7,138,A,$133.38M,Action
Wanted,2007,James Wan,6.7,105,R,$9.53M,Action
The Brave One,2016,Duncan Jones,6.7,123,UA,$47.37M,Action
The A-Team,2008,Ed Harris,6.7,115,R,$20.21M,Action
Underworld: Evolution,2008,Timur Bekmambetov,6.7,110,A,$134.51M,Action
Blood and Bone,2007,Neil Jordan,6.7,122,R,$36.79M,Action
Hidalgo,2010,Joe Carnahan,6.7,117,18,$77.22M,Action
The Matrix Revolutions,2006,Len Wiseman,6.7,106,A,$62.32M,Action
Blade II,2009,Ben Ramsey,6.7,93,R,$340.23M,Action
Armageddon,2004,Joe Johnston,6.7,136,UA,$67.29M,Action
Nothing to Lose,2003,"Directors:Lana Wachowski, Lilly Wachowski",6.7,129,UA,$139.31M,Action
Conspiracy Theory,2002,Guillermo del Toro,6.7,117,R,$82.35M,Action
Absolute Power,1998,Michael Bay,6.7,151,UA,$201.57M,Action
Ransom,1997,Steve Oedekerk,6.7,98,U,$44.46M,Action
Hung fan kui,1997,Richard Donner,6.7,135,A,$75.98M,Action
Wyatt Earp,1997,Clint Eastwood,6.7,121,A,$50.01M,Action
Demolition Man,1996,Ron Howard,6.7,121,UA,$136.49M,Action
Lethal Weapon 3,1995,Stanley Tong,6.7,104,R,$32.39M,Action
Hot Shots!,1994,Lawrence Kasdan,6.7,191,UA,$25.05M,Action
Backdraft,1993,Marco Brambilla,6.7,115,A,$58.06M,Action
Teenage Mutant Ninja Turtles,1992,Richard Donner,6.7,118,UA,$144.73M,Action
Colors,1991,Jim Abrahams,6.7,84,U,$69.47M,Action
Stakeout,1991,Ron Howard,6.7,137,UA,$77.87M,Action
The Living Daylights,1990,Steve Barron,6.7,93,U,$135.27M,Action
Hamburger Hill,1988,Dennis Hopper,6.7,120,U,$46.62M,Action
Commando,1987,John Badham,6.7,117,A,$65.67M,Action
The Last Starfighter,1987,John Glen,6.7,130,UA,$51.19M,Action
For Your Eyes Only,1987,John Irvin,6.7,110,B,$13.84M,Action
The Enforcer,1985,Mark L. Lester,6.7,90,UA,$35.10M,Action
The Man with the Golden Gun,1984,Nick Castle,6.7,101,U,$28.73M,Action
Live and Let Die,1982,Steven Lisberger,6.7,96,U,$33.00M,Action
21 Bridges,1981,John Glen,6.7,127,A,$62.30M,Action
Enola Holmes,1976,James Fargo,6.7,96,B,$46.20M,Action
Marighella,1974,Guy Hamilton,6.7,125,A,$20.97M,Action
The Old Guard,1973,Guy Hamilton,6.7,121,U,$35.38M,Action
Anna,2019,Brian Kirk,6.6,99,A,$340.23M,Action
The Art of Self-Defense,2020,Harry Bradbeer,6.6,123,13,$340.23M,Action
